ReceiptID,WarehouseID,OrderID,TenderID,SupplierID,ReceiptDate,Level1Category,Level2Category,Level3Category,ItemCode,Remarks,UnitOfMeasure,ShapeCode,SourceCode,BatchNo,PackSize,OnHold,IsStop,ExpiryDate,PaletteID,Locator,QtyOnHand,QtyReserved,QtyAvailable,UnitCost,QtyOnHold,SalesUnit,TotalSales,PackageType,QtyPerPalette,Length_cm,Width_cm,Height_cm,Volume_cm3,TotalPallets,Weight_kg,SupplierName,SupplierAddress,Manufacturer,SupplierContact,SuppliedDate,WarehouseLocation,ProcurementFee,LPO_Number
RCPT-000056,WH-C,ORD-000056,TDR-2039,SUP-172,2024-03-17,Medical Equipment,Diagnostic,BP Monitor,MED-BP -1837,Fragile,Box,SQR,LOCAL,BATCH-58810,78,True,False,2025-07-05,PAL-514,LOC-B32,20,4,13,148.38,3,Piece,2564.51,Plastic,10,67,86,45,259290,13,39.22,Terry Group,"062 Tami Via Suite 242, West Ryan, TN 60039",Weaver-Perez,557.877.4716x84814,2024-03-13,Cold Storage,57.92,LPO-000056
RCPT-000057,WH-C,ORD-000057,TDR-7159,SUP-952,2025-02-25,Pharmaceuticals,Analgesics,Paracetamol,MED-PAR-2945,Urgent,Vial,CYL,IMPORT,BATCH-66099,74,False,True,2026-06-08,PAL-326,LOC-C23,318,26,281,300.59,11,Box,96230.8,Plastic,44,129,53,45,307665,20,38.15,Cardenas-Holmes,"114 Bird Manor, West Christopherfort, PA 53324",Hall-Willis,684.486.7977x413,2025-02-24,Quarantine,276.18,LPO-000057
RCPT-000058,WH-B,ORD-000058,TDR-4992,SUP-800,2025-05-24,Consumables,Syringes,10ml,MED-10M-1962,Fragile,Piece,SQR,DONATION,BATCH-42330,26,False,False,2027-12-31,PAL-356,LOC-B13,117,9,90,446.26,18,Piece,54946.88,Wooden,87,197,80,7,110320,11,42.17,Gaines Ltd,"183 Laura Oval Apt. 319, Kevintown, AL 48317",Drake LLC,665.784.4663,2025-05-18,Main,188.73,LPO-000058
RCPT-000059,WH-C,ORD-000059,TDR-6093,SUP-373,2025-02-28,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-5637,Refrigerated,Piece,IRR,DONATION,BATCH-68495,46,True,False,2027-03-03,PAL-476,LOC-A24,283,17,243,408.72,23,Box,115239.72,Wooden,27,80,22,9,15840,10,23.31,"Turner, Colon and Brady","1584 Kenneth Falls, Brianchester, ND 77153",Jordan-Pace,990.421.4109,2025-02-25,Dispatch,285.02,LPO-000059
RCPT-000060,WH-B,ORD-000060,TDR-1656,SUP-591,2024-12-02,Consumables,Gloves,Latex,MED-LAT-7016,Refrigerated,Box,SQR,LOCAL,BATCH-20964,15,True,True,2026-08-14,PAL-767,LOC-A12,138,39,98,62.45,1,Carton,7946.21,Cardboard,57,87,28,12,29232,6,46.01,Tate PLC,"372 Jensen Ports, North Petertown, OH 33290",Williams-Coleman,544.641.4075x6164,2024-11-26,Cold Storage,175.12,LPO-000060
RCPT-000061,WH-C,ORD-000061,TDR-6098,SUP-239,2025-06-15,Pharmaceuticals,Vaccines,COVID-19,MED-COV-4513,Urgent,Bottle,RECT,IMPORT,BATCH-15770,30,False,False,2027-01-06,PAL-688,LOC-A19,660,193,381,291.03,86,Piece,177706.05,Wooden,33,47,16,25,18800,9,10.92,Gibson and Sons,"352 David Wells, Aaronbury, VT 24380",Smith-Russo,699-867-8885,2025-06-11,Main,97.06,LPO-000061
RCPT-000062,WH-C,ORD-000062,TDR-2141,SUP-333,2025-10-28,Laboratory,Reagents,Biochemical,MED-BIO-4742,Fragile,Piece,CYL,IMPORT,BATCH-23147,65,False,False,2027-01-26,PAL-530,LOC-A29,996,238,680,372.78,78,Box,316870.92,Wooden,42,15,18,11,2970,6,43.07,Miller-Bell,"310 Alyssa Forge, Vanessastad, LA 75110","Thomas, Hardy and Rodriguez",(784)966-1511x7954,2025-10-22,Main,474.39,LPO-000062
RCPT-000063,WH-A,ORD-000063,TDR-1630,SUP-360,2025-09-06,Pharmaceuticals,Vaccines,Hepatitis B,MED-HEP-3833,Urgent,Pack,SQR,LOCAL,BATCH-78244,32,True,True,2028-04-10,PAL-472,LOC-B33,845,0,811,462.31,34,Piece,327941.34,Wooden,32,149,96,42,600768,5,44.55,Mcclain and Sons,"99966 Karen Park Suite 588, North Tristan, MS 18454",Cox PLC,789.557.9820x962,2025-08-31,Quarantine,82.63,LPO-000063
RCPT-000064,WH-B,ORD-000064,TDR-1411,SUP-921,2024-09-13,Pharmaceuticals,Antibiotics,Ciprofloxacin,MED-CIP-9730,Urgent,Pack,RECT,DONATION,BATCH-84250,27,True,False,2026-01-19,PAL-705,LOC-B44,639,177,359,43.81,103,Carton,25832.51,Plastic,71,115,21,14,33810,10,25.22,Farmer-Harding,"02269 Kenneth Lane Suite 342, Lake Wesleyfort, FM 32290",Johnson Inc,826-755-0269x31063,2024-09-07,Cold Storage,220.31,LPO-000064
RCPT-000065,WH-A,ORD-000065,TDR-3036,SUP-467,2024-03-24,Pharmaceuticals,Vaccines,Influenza,MED-INF-8964,Fragile,Vial,IRR,DONATION,BATCH-24677,91,True,True,2027-02-11,PAL-606,LOC-B16,244,46,183,205.87,15,Piece,47653.73,Cardboard,84,147,67,34,334866,5,26.23,"Smith, Schroeder and Costa","411 Rebecca Mills Suite 302, Victoriatown, AZ 93745",Boyd PLC,(475)615-4410x43322,2024-03-19,Main,309.28,LPO-000065
RCPT-000066,WH-C,ORD-000066,TDR-6988,SUP-222,2025-11-30,Consumables,Bandages,Gauze,MED-GAU-3115,,Piece,RECT,IMPORT,BATCH-20249,43,False,True,2027-08-01,PAL-912,LOC-A15,467,38,346,426.29,83,Carton,183130.07,Wooden,23,96,43,42,173376,3,42.78,Dickerson Ltd,"98578 Stacey Burg, Oliviamouth, CO 76794",Webb and Sons,(569)419-6568,2025-11-24,Dispatch,39.98,LPO-000066
RCPT-000067,WH-C,ORD-000067,TDR-8475,SUP-316,2024-02-26,Medical Equipment,Therapeutic,Nebulizer,MED-NEB-5764,Urgent,Vial,IRR,DONATION,BATCH-40476,14,True,False,2025-07-29,PAL-405,LOC-C10,882,84,742,126.52,56,Box,103788.07,Cardboard,47,110,38,17,71060,3,30.1,Cole Group,"14339 Curtis Drive Apt. 011, Josephchester, AS 75304","Garner, Guzman and Robbins",292-757-9919x538,2024-02-23,Quarantine,450.74,LPO-000067
RCPT-000068,WH-B,ORD-000068,TDR-6444,SUP-502,2025-09-27,Pharmaceuticals,Vaccines,COVID-19,MED-COV-2287,Priority,Box,RECT,DONATION,BATCH-74558,52,False,True,2026-09-20,PAL-537,LOC-A11,972,170,643,442.57,159,Piece,367234.93,Plastic,99,72,36,12,31104,7,45.25,"Morgan, Wright and Curry","841 Christopher Parkways Suite 253, Taylorborough, MI 08654",Stevens PLC,545.210.3795x6477,2025-09-22,Dispatch,366.44,LPO-000068
RCPT-000069,WH-B,ORD-000069,TDR-5110,SUP-396,2024-11-26,Laboratory,Specimen Containers,Stool,MED-STO-3732,Priority,Vial,IRR,LOCAL,BATCH-17452,50,False,False,2027-10-29,PAL-612,LOC-C21,169,17,126,110.37,26,Carton,21076.01,Plastic,100,80,45,45,162000,15,33.81,Humphrey LLC,"476 York Parkways, Port John, IL 06834","Harris, Nguyen and Nguyen",463.574.7782,2024-11-19,Dispatch,61.37,LPO-000069
RCPT-000070,WH-B,ORD-000070,TDR-3090,SUP-357,2025-08-12,Medical Equipment,Therapeutic,Oxygen Concentrator,MED-OXY-5128,,Bottle,IRR,DONATION,BATCH-90915,17,True,True,2026-06-26,PAL-858,LOC-A4,646,93,524,275.68,29,Box,176466.84,Cardboard,27,169,83,31,434837,18,28.98,Norton and Sons,"002 Jason Wells, Millermouth, ND 25593",Burns-Johnson,+1-202-310-4192x6960,2025-08-08,Main,407.27,LPO-000070
RCPT-000071,WH-B,ORD-000071,TDR-1079,SUP-428,2025-05-17,Pharmaceuticals,Analgesics,Aspirin,MED-ASP-8710,Urgent,Box,SQR,LOCAL,BATCH-52464,86,False,False,2028-03-28,PAL-838,LOC-B34,66,17,43,207.73,6,Box,16358.72,Wooden,20,19,78,9,13338,10,28.19,"Meyers, Grant and Frank","628 Chan Tunnel, Christinaburgh, KS 41801",Spencer LLC,265-324-9020x12404,2025-05-13,Dispatch,327.19,LPO-000071
RCPT-000072,WH-C,ORD-000072,TDR-1403,SUP-839,2025-09-03,Consumables,Masks,Cloth,MED-CLO-4467,,Piece,RECT,DONATION,BATCH-68441,91,False,True,2026-05-25,PAL-563,LOC-A6,798,82,581,226.59,135,Piece,160881.36,Plastic,87,102,15,20,30600,4,8.09,"Rogers, Cooper and Guzman","42312 Laura Avenue, North Erica, NJ 80084",Evans Inc,926-592-3748x4363,2025-08-28,Dispatch,72.95,LPO-000072
RCPT-000073,WH-A,ORD-000073,TDR-9173,SUP-584,2025-01-10,Consumables,Syringes,1ml,MED-1ML-2497,,Pack,SQR,IMPORT,BATCH-23024,14,True,False,2026-06-28,PAL-437,LOC-B36,190,24,140,92.23,26,Carton,19193.99,Wooden,51,119,47,15,83895,11,33.97,Williams-Mcguire,"422 Powell Island, Kimberlyville, ND 35237","Thomas, Gibson and Martin",(220)649-0774x08680,2025-01-07,Dispatch,470.01,LPO-000073
RCPT-000074,WH-C,ORD-000074,TDR-9852,SUP-560,2025-09-27,Consumables,Syringes,1ml,MED-1ML-6698,Priority,Piece,CYL,IMPORT,BATCH-52244,36,True,True,2027-11-09,PAL-607,LOC-C11,811,85,676,451.75,50,Piece,393176.1,Cardboard,20,114,40,48,218880,1,31.91,Paul PLC,"23563 Eric Gateway, New Tylerland, FL 40318","Palmer, Hall and Bryan",806.838.2484x3374,2025-09-21,Cold Storage,260.41,LPO-000074
RCPT-000075,WH-C,ORD-000075,TDR-7372,SUP-811,2025-10-13,Medical Equipment,Therapeutic,Oxygen Concentrator,MED-OXY-8560,Fragile,Box,IRR,DONATION,BATCH-62081,97,True,True,2027-07-22,PAL-663,LOC-C7,816,67,745,495.06,4,Piece,385214.47,Wooden,97,181,33,42,250866,10,15.74,Jimenez-Brown,"893 Victoria Club, Carsonbury, MH 57255",Anderson-Johnson,998.565.4023,2025-10-10,Main,132.74,LPO-000075
RCPT-000076,WH-A,ORD-000076,TDR-4005,SUP-419,2024-04-15,Pharmaceuticals,Antibiotics,Ciprofloxacin,MED-CIP-8428,Refrigerated,Bottle,RECT,IMPORT,BATCH-74858,91,False,False,2025-06-22,PAL-406,LOC-C49,466,130,310,325.12,26,Piece,127610.92,Cardboard,75,145,18,6,15660,10,7.37,"Rogers, Smith and Miller","798 Kelly Corner, Lake Cesarton, VT 69370","Short, Campbell and Sherman",952.290.1028x548,2024-04-11,Dispatch,320.13,LPO-000076
RCPT-000077,WH-C,ORD-000077,TDR-1270,SUP-851,2025-09-22,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-1015,Fragile,Bottle,RECT,DONATION,BATCH-63782,29,False,True,2027-03-19,PAL-619,LOC-A35,297,76,221,480.76,0,Box,151095.72,Wooden,49,41,58,44,104632,17,8.19,White-Williams,"7700 Warren Squares Apt. 125, East Jenniferview, CO 81408","Barrera, Gibson and Rodriguez",+1-636-359-5167x03833,2025-09-15,Main,499.26,LPO-000077
RCPT-000078,WH-A,ORD-000078,TDR-7637,SUP-266,2025-01-09,Consumables,Bandages,Elastic,MED-ELA-4565,Fragile,Piece,SQR,LOCAL,BATCH-84899,81,True,True,2027-08-24,PAL-380,LOC-B26,706,140,548,383.76,18,Box,277436.25,Wooden,40,89,63,24,134568,13,13.68,Huff PLC,"9600 Todd Ford Suite 269, Jackieport, NM 73117",Williamson PLC,+1-359-262-5810x5348,2025-01-03,Main,46.73,LPO-000078
RCPT-000079,WH-C,ORD-000079,TDR-4827,SUP-961,2024-10-13,Pharmaceuticals,Vaccines,Hepatitis B,MED-HEP-2513,Refrigerated,Bottle,IRR,LOCAL,BATCH-21407,88,True,False,2026-12-06,PAL-493,LOC-B31,38,7,27,414.65,4,Carton,14399.75,Plastic,22,93,69,7,44919,12,29.67,"Welch, Freeman and Rios","029 Hudson Roads Suite 779, Collinsview, HI 30695","Mcclure, Moore and Brown",001-550-676-6801,2024-10-08,Quarantine,472.34,LPO-000079
RCPT-000080,WH-A,ORD-000080,TDR-8155,SUP-137,2024-04-04,Medical Equipment,Diagnostic,BP Monitor,MED-BP -2162,Refrigerated,Vial,SQR,LOCAL,BATCH-43632,24,False,False,2026-12-31,PAL-400,LOC-A1,574,5,509,11.77,60,Box,6407.56,Cardboard,74,16,50,8,6400,11,36.73,Moore-Martinez,"5975 Lamb Squares, Richardsonfurt, FM 93419",Stewart-Alexander,552-969-5470x087,2024-03-28,Dispatch,198.37,LPO-000080
RCPT-000081,WH-C,ORD-000081,TDR-5111,SUP-338,2025-03-25,Medical Equipment,Monitoring,Glucometer,MED-GLU-1838,Priority,Vial,RECT,LOCAL,BATCH-33803,14,False,True,2026-05-11,PAL-625,LOC-B38,680,179,394,99.01,107,Piece,67186.11,Cardboard,88,118,19,50,112100,6,49.33,Bean-Johnson,"101 Jeffrey Rapid Apt. 637, North Jessica, IA 14926",Morgan-Spencer,(639)501-1807x6654,2025-03-18,Dispatch,14.98,LPO-000081
RCPT-000082,WH-B,ORD-000082,TDR-8862,SUP-656,2024-01-15,Pharmaceuticals,Vaccines,Hepatitis B,MED-HEP-9594,Urgent,Piece,CYL,DONATION,BATCH-26960,23,False,True,2025-07-07,PAL-779,LOC-B20,459,86,287,431.08,86,Carton,164991.02,Cardboard,82,88,45,25,99000,8,31.98,"Spencer, Romero and Reynolds","7294 Lisa Shoal, South Mckenzieshire, OR 95083",Ward-Rubio,(972)832-0668,2024-01-09,Dispatch,436.1,LPO-000082
RCPT-000083,WH-A,ORD-000083,TDR-8193,SUP-495,2024-04-08,Laboratory,Test Kits,Malaria,MED-MAL-4960,Refrigerated,Bottle,IRR,LOCAL,BATCH-48755,77,False,False,2025-07-16,PAL-715,LOC-A36,126,32,82,82.04,12,Box,10375.41,Wooden,61,158,56,38,336224,16,47.86,Kim Inc,"090 Raymond Point, Rodriguezbury, MO 33410",Mcdowell LLC,(654)930-1518,2024-04-02,Cold Storage,171.93,LPO-000083
RCPT-000084,WH-A,ORD-000084,TDR-2737,SUP-782,2024-05-22,Laboratory,Specimen Containers,Blood,MED-BLO-9857,Urgent,Piece,IRR,LOCAL,BATCH-65593,64,False,True,2025-10-17,PAL-449,LOC-B23,976,0,883,13.47,93,Box,13742.03,Wooden,21,120,65,35,273000,14,15.86,Castro-Erickson,"3534 Gonzalez Junctions, South Bobby, PA 65788",Johnson LLC,459.267.1197x4049,2024-05-21,Main,74.93,LPO-000084
RCPT-000085,WH-B,ORD-000085,TDR-5896,SUP-708,2024-10-22,Laboratory,Test Kits,Malaria,MED-MAL-3750,Refrigerated,Vial,IRR,IMPORT,BATCH-41618,31,True,True,2027-03-06,PAL-310,LOC-A43,600,117,478,154.5,5,Piece,80191.75,Plastic,85,97,93,8,72168,19,14.15,Mccann-Gallegos,"23192 Campbell Park, Mindyshire, IN 38985",Lawson Group,001-662-354-9433,2024-10-18,Main,183.07,LPO-000085
RCPT-000086,WH-B,ORD-000086,TDR-3633,SUP-527,2024-03-28,Medical Equipment,Diagnostic,Stethoscope,MED-STE-9811,,Bottle,IRR,LOCAL,BATCH-30030,78,False,True,2025-02-07,PAL-167,LOC-B20,309,76,226,9.1,7,Carton,3173.92,Cardboard,83,15,18,16,4320,2,4.8,Dickerson-Lucas,"4759 Lee Stream Suite 851, Lawrenceshire, CO 53887",Williams LLC,558.636.4386x6171,2024-03-23,Quarantine,273.4,LPO-000086
RCPT-000087,WH-C,ORD-000087,TDR-7111,SUP-680,2025-02-13,Pharmaceuticals,Analgesics,Paracetamol,MED-PAR-6397,Fragile,Piece,CYL,IMPORT,BATCH-43992,67,False,False,2027-03-14,PAL-243,LOC-A29,194,8,172,379.35,14,Piece,71435.78,Plastic,11,179,65,29,337415,6,49.86,Stephenson-Mitchell,"PSC 3679, Box 1847, APO AP 51364",Wilson PLC,779.907.1663x686,2025-02-08,Quarantine,68.86,LPO-000087
RCPT-000088,WH-A,ORD-000088,TDR-3616,SUP-335,2024-06-09,Laboratory,Test Kits,COVID-19,MED-COV-2722,Priority,Pack,RECT,DONATION,BATCH-28567,49,False,False,2025-07-08,PAL-752,LOC-C44,990,208,696,233.61,86,Box,246464.03,Wooden,64,130,71,35,323050,5,23.64,"Conway, Valdez and Mcpherson","5487 Randy Manors Apt. 138, Ellisstad, NM 61925","Savage, Cannon and Castro",(644)798-0927,2024-06-08,Dispatch,410.81,LPO-000088
RCPT-000089,WH-A,ORD-000089,TDR-5769,SUP-828,2025-07-21,Laboratory,Specimen Containers,Blood,MED-BLO-3853,Priority,Vial,CYL,IMPORT,BATCH-55195,75,False,True,2028-05-04,PAL-506,LOC-C34,551,69,420,404.44,62,Piece,217490.55,Plastic,42,88,97,32,273152,10,40.25,Joyce Group,"261 Smith Inlet Apt. 017, East Brianview, MI 22260",Nicholson-Walker,001-993-777-9529x619,2025-07-18,Main,473.5,LPO-000089
RCPT-000090,WH-B,ORD-000090,TDR-5834,SUP-651,2024-06-12,Medical Equipment,Therapeutic,Oxygen Concentrator,MED-OXY-6553,Refrigerated,Vial,RECT,DONATION,BATCH-56715,43,False,True,2026-01-22,PAL-631,LOC-C25,97,15,80,103.86,2,Carton,11253.13,Cardboard,48,124,88,29,316448,2,27.67,Fletcher-Rangel,"8245 Norris Plain, Ramirezmouth, PR 52734","Strong, Wade and Shannon",836-437-1682,2024-06-05,Dispatch,174.78,LPO-000090
RCPT-000091,WH-A,ORD-000091,TDR-8632,SUP-640,2024-01-20,Consumables,Gloves,Nitrile,MED-NIT-6287,Refrigerated,Piece,RECT,IMPORT,BATCH-47826,82,True,False,2025-11-12,PAL-672,LOC-A35,299,17,275,469.65,7,Box,144373.95,Cardboard,41,63,93,35,205065,7,21.47,"Guzman, Stuart and Dunlap","021 Jacob Port, Lake Scottton, SC 89112",Wright Ltd,(620)385-0632,2024-01-18,Cold Storage,320.4,LPO-000091
RCPT-000092,WH-C,ORD-000092,TDR-5672,SUP-407,2025-05-24,Medical Equipment,Diagnostic,BP Monitor,MED-BP -4056,Priority,Piece,IRR,DONATION,BATCH-27622,96,False,True,2026-09-27,PAL-499,LOC-A18,33,8,25,377.66,0,Piece,12182.22,Plastic,20,48,23,21,23184,12,20.7,"Fox, Adams and Sanchez","622 Selena Point Apt. 501, Sandersmouth, RI 81009",Mckee Inc,800-410-7248,2025-05-20,Dispatch,465.16,LPO-000092
RCPT-000093,WH-B,ORD-000093,TDR-1820,SUP-921,2024-03-17,Consumables,Masks,N95,MED-N95-9119,Urgent,Pack,IRR,LOCAL,BATCH-45013,6,False,False,2027-01-20,PAL-812,LOC-A3,906,108,734,40.66,64,Carton,42123.28,Wooden,42,196,92,44,793408,20,37.16,Butler-Robinson,"7277 Kim Parks Apt. 458, Smithstad, ID 37337",Johns PLC,+1-910-408-5688x8646,2024-03-12,Main,127.58,LPO-000093
RCPT-000094,WH-B,ORD-000094,TDR-1625,SUP-408,2024-08-29,Laboratory,Reagents,Biochemical,MED-BIO-7578,Fragile,Vial,CYL,IMPORT,BATCH-13727,38,True,True,2025-09-22,PAL-913,LOC-B40,702,132,513,497.78,57,Carton,377830.97,Wooden,64,151,29,20,87580,1,22.08,Jenkins-Smith,"2989 Martinez Trail, West Randy, WI 87826","Leach, Harris and Underwood",(204)214-9873x6876,2024-08-22,Quarantine,214.24,LPO-000094
RCPT-000095,WH-C,ORD-000095,TDR-5369,SUP-385,2024-07-01,Laboratory,Reagents,Biochemical,MED-BIO-9747,Priority,Pack,SQR,IMPORT,BATCH-10308,93,True,False,2026-10-24,PAL-764,LOC-C50,610,118,434,476.1,58,Box,259297.18,Wooden,49,70,37,22,56980,17,27.85,"Olson, Wilson and Mccoy","2846 Joshua Island, Greenville, RI 42795",Doyle Ltd,455.628.1817x39494,2024-06-26,Quarantine,329.85,LPO-000095
RCPT-000096,WH-B,ORD-000096,TDR-9008,SUP-683,2024-07-03,Consumables,Gloves,Nitrile,MED-NIT-2040,Priority,Vial,SQR,LOCAL,BATCH-30282,16,True,False,2025-02-02,PAL-945,LOC-C21,459,61,354,276.48,44,Box,125260.44,Plastic,66,17,72,6,7344,17,20.36,Baxter LLC,"007 Martinez Club Suite 750, Hollandland, CO 99744",Harris-Love,001-794-612-8250x2874,2024-06-27,Main,479.15,LPO-000096
RCPT-000097,WH-C,ORD-000097,TDR-3261,SUP-101,2024-05-17,Consumables,Syringes,5ml,MED-5ML-8071,,Box,RECT,IMPORT,BATCH-30863,27,False,True,2025-12-09,PAL-571,LOC-A22,302,61,198,304.89,43,Box,97657.99,Wooden,31,20,44,9,7920,2,9.49,Gray Group,"26010 Riggs Summit Apt. 865, Lake Marytown, TN 17282","Estrada, Nguyen and George",7115545629,2024-05-14,Quarantine,356.17,LPO-000097
RCPT-000098,WH-B,ORD-000098,TDR-5508,SUP-900,2024-12-24,Laboratory,Test Kits,HIV,MED-HIV-9540,Fragile,Piece,IRR,IMPORT,BATCH-44635,83,False,False,2026-05-29,PAL-339,LOC-B39,843,197,583,319.77,63,Carton,257800.66,Cardboard,52,93,72,25,167400,8,3.93,"Mack, Hicks and Bell","94274 Rodriguez Dam Suite 802, Alexton, MT 38110","Herrera, Myers and Cox",001-343-942-8545,2024-12-19,Quarantine,405.92,LPO-000098
RCPT-000099,WH-B,ORD-000099,TDR-7460,SUP-700,2025-07-22,Medical Equipment,Monitoring,Glucometer,MED-GLU-5082,Urgent,Vial,CYL,LOCAL,BATCH-36892,98,True,False,2027-05-30,PAL-298,LOC-C47,691,53,514,410.77,124,Box,322206.18,Wooden,76,176,38,34,227392,4,38.28,Nichols-Allen,"0949 Taylor Drive, Wrightland, FL 17471",Ball-Clark,001-663-781-1993x678,2025-07-21,Main,132.62,LPO-000099
RCPT-000100,WH-C,ORD-000100,TDR-9588,SUP-247,2024-04-26,Pharmaceuticals,Analgesics,Paracetamol,MED-PAR-9715,Refrigerated,Box,SQR,DONATION,BATCH-27970,63,True,False,2026-02-18,PAL-444,LOC-B26,214,0,181,196.64,33,Carton,34772.0,Wooden,18,54,43,17,39474,15,16.16,Schultz-Blankenship,"10338 Rebecca Islands Apt. 640, Mccormickstad, AZ 01595","Nelson, Hansen and Lane",377-865-9829,2024-04-23,Main,63.54,LPO-000100
RCPT-000101,WH-B,ORD-000101,TDR-1551,SUP-650,2024-01-12,Laboratory,Reagents,Immunology,MED-IMM-6724,Priority,Piece,CYL,DONATION,BATCH-23337,9,False,False,2024-08-01,PAL-302,LOC-B7,880,28,779,444.68,73,Piece,354387.02,Plastic,51,69,40,21,57960,20,31.46,Jones-Clark,"0188 Greer Route, Snyderstad, MS 47151","Spencer, Ward and Walker",(757)470-6144x989,2024-01-11,Main,161.82,LPO-000101
RCPT-000102,WH-C,ORD-000102,TDR-6543,SUP-768,2024-05-11,Medical Equipment,Diagnostic,Stethoscope,MED-STE-1792,,Pack,CYL,DONATION,BATCH-30436,67,False,True,2027-01-06,PAL-741,LOC-B16,888,242,543,469.7,103,Carton,490738.3,Plastic,56,133,21,47,131271,3,18.84,"Manning, Hurst and Green","USS Compton, FPO AE 81597","Lewis, Martin and Carter",452.973.6867,2024-05-08,Quarantine,62.87,LPO-000102
RCPT-000103,WH-B,ORD-000103,TDR-3044,SUP-311,2024-10-05,Pharmaceuticals,Antivirals,Acyclovir,MED-ACY-5815,Priority,Pack,CYL,LOCAL,BATCH-73722,80,False,True,2025-07-03,PAL-113,LOC-B32,826,128,536,93.42,162,Carton,90103.87,Plastic,88,167,17,43,122077,18,6.99,Phelps and Sons,"530 Miller Mountains, Port Karen, WI 69426",Hernandez Group,001-293-964-4529x33768,2024-09-29,Cold Storage,71.28,LPO-000103
RCPT-000104,WH-B,ORD-000104,TDR-2929,SUP-654,2024-07-10,Consumables,Gloves,Latex,MED-LAT-2582,Fragile,Box,IRR,IMPORT,BATCH-30128,17,False,True,2025-12-04,PAL-511,LOC-A30,878,148,608,271.21,122,Carton,217583.21,Wooden,49,48,14,34,22848,2,16.64,"Meadows, Rush and Moody","44213 Ortega Ports, Lake Amberton, NY 79992","Gonzalez, Sherman and Watson",755-450-8190x9863,2024-07-08,Cold Storage,135.24,LPO-000104
RCPT-000105,WH-C,ORD-000105,TDR-5635,SUP-704,2025-06-27,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-7844,Priority,Pack,CYL,DONATION,BATCH-96945,23,True,True,2027-03-07,PAL-148,LOC-B46,905,10,794,288.33,101,Carton,296621.85,Wooden,12,60,59,7,24780,15,21.83,Reyes-Lewis,"94447 Trevino Viaduct Apt. 975, Kathrynland, NC 49968",Figueroa-Lane,(509)867-3199,2025-06-22,Quarantine,321.5,LPO-000105
RCPT-000106,WH-B,ORD-000106,TDR-1518,SUP-928,2025-11-29,Laboratory,Reagents,Biochemical,MED-BIO-1210,Fragile,Piece,SQR,LOCAL,BATCH-23804,63,True,False,2028-10-16,PAL-631,LOC-B10,656,92,511,447.8,53,Piece,290259.27,Plastic,96,108,76,42,344736,14,7.16,Bray-Choi,"933 Peter Route Apt. 524, Wellsside, IA 66114","Park, Bowman and Frank",492-840-9576x661,2025-11-22,Dispatch,225.11,LPO-000106
RCPT-000107,WH-C,ORD-000107,TDR-9918,SUP-722,2025-06-23,Pharmaceuticals,Analgesics,Ibuprofen,MED-IBU-3294,Urgent,Piece,SQR,LOCAL,BATCH-51619,12,True,False,2028-04-14,PAL-423,LOC-A14,365,85,258,426.84,22,Piece,142941.7,Wooden,22,103,21,26,56238,8,39.69,Kennedy-Mills,"62479 Michael Loaf, West Paulchester, WI 43157",Jordan and Sons,223-958-8320,2025-06-21,Quarantine,85.27,LPO-000107
RCPT-000108,WH-C,ORD-000108,TDR-9240,SUP-334,2025-08-24,Medical Equipment,Diagnostic,BP Monitor,MED-BP -2936,Fragile,Vial,SQR,LOCAL,BATCH-21760,41,False,False,2027-01-01,PAL-830,LOC-B3,553,41,449,452.06,63,Piece,279902.82,Cardboard,75,18,90,29,46980,6,33.12,Benton-Hahn,"720 Moore Ranch Apt. 327, Katherineshire, NM 08861",Anderson-Carr,(393)213-1847x741,2025-08-18,Main,342.23,LPO-000108
RCPT-000109,WH-B,ORD-000109,TDR-5784,SUP-511,2025-12-21,Laboratory,Specimen Containers,Stool,MED-STO-3825,Priority,Box,SQR,IMPORT,BATCH-13742,73,True,False,2028-08-26,PAL-659,LOC-B48,305,64,219,358.45,22,Box,111338.0,Wooden,62,16,96,14,21504,10,1.84,Kim-Mcdonald,"06865 Jill Cape, Port Ethanmouth, VA 33272","Tucker, Smith and Benson",2027817168,2025-12-18,Dispatch,31.14,LPO-000109
RCPT-000110,WH-C,ORD-000110,TDR-8596,SUP-352,2025-10-08,Consumables,Masks,Surgical,MED-SUR-5570,Fragile,Bottle,SQR,DONATION,BATCH-30628,88,False,True,2028-02-22,PAL-487,LOC-B20,301,3,274,188.4,24,Box,56709.41,Plastic,47,183,52,9,85644,4,26.18,Weiss Ltd,"349 Bishop Stream, Angelicafurt, MD 15537",Norman-Flores,348.347.8092,2025-10-06,Main,304.01,LPO-000110
RCPT-000111,WH-A,ORD-000111,TDR-5821,SUP-364,2025-11-12,Laboratory,Test Kits,Malaria,MED-MAL-6371,Priority,Box,SQR,IMPORT,BATCH-92640,68,True,True,2027-05-18,PAL-122,LOC-C1,851,19,662,393.94,170,Carton,384328.85,Wooden,80,128,35,6,26880,9,37.14,Coleman-Matthews,"64872 Nichols Walk Suite 561, West Susanburgh, WA 07194","Washington, Bass and Duncan",001-512-815-7063x15098,2025-11-07,Main,230.78,LPO-000111
